t,mode,err_norm,tau_norm,tau_smoothness_step,q1,qd1,tau1,q2,qd2,tau2,q3,qd3,tau3,q4,qd4,tau4,q5,qd5,tau5,q6,qd6,tau6,q7,qd7,tau7
0.772,pd_gc,0.19387370607755575,24.656015356886797,0.132124305538396,0.001964380282883775,0.018888316403328543,8.637494540712908,-0.7014671266936184,-0.014131827270662443,-12.619580604594749,0.0016036787869795326,0.015609023872018193,5.029479502086148,-2.200974485001695,-0.009263121541056149,18.486503773038205,0.0008340831769164283,0.008004234540270013,2.257313198821432,1.5992949909650271,-0.00674709984698282,1.0723106348591394,0.8004574135281008,0.004366538103778884,0.8758812217774447
0.774,pd_gc,0.19588282021663725,24.709207207374476,0.13187441928360147,0.0020025541426071875,0.01908692986170616,8.726874203722701,-0.7014956882783453,-0.014280792363453268,-12.685682113606614,0.0016352304673561623,0.015775840188314842,5.087166651568458,-2.2009932028314907,-0.009358914897947275,18.452805322807528,0.0008502597047464975,0.00808826391503459,2.274168726995535,1.5992813555425915,-0.006817711217773354,1.0581228231199586,0.8004662377846912,0.004412128295141502,0.88504272889576
0.776,pd_gc,0.19788806017081204,24.762871983430724,0.13160693573528273,0.00204112452488027,0.01928519113654114,8.816079194527537,-0.7015245472729358,-0.014429497295269898,-12.751642634504472,0.001667115240318409,0.01594238648112343,5.14473033229465,-2.201012111873104,-0.009454520806600671,18.419171102704716,0.0008666039962166212,0.008172145735061866,2.2909923047547647,1.5992675791463178,-0.006888198136899482,1.0439609507089282,0.8004751530615374,0.004457638423111194,0.8941879644063753
0.778,pd_gc,0.1998891596034231,24.816995023228753,0.13132186207289656,0.002080090672693666,0.019483073906698054,8.905097650098005,-0.7015537031176049,-0.014577922334549347,-12.817453285994363,0.0016993325215302396,0.01610864060591521,5.202162793206939,-2.2010312117262374,-0.009549926566762965,18.38560557210731,0.0008831157340322297,0.008255868907804238,2.3077817035397423,1.5992536620436857,-0.0069585513160811486,1.0298268850813996,0.8004841591865558,0.00450306250922123,0.9033157266275499
0.78,pd_gc,0.20188585226581765,24.871561408172,0.1310192054747273,0.0021194517764136452,0.019680551859989594,8.993917711490734,-0.7015831552131184,-0.01472604775675935,-12.883105191151579,0.001731881682383047,0.01627458042640372,5.259456287076522,-2.2010505019652022,-0.009645119482427007,18.352113189015192,0.0008997945787200102,0.008339422343890233,2.324534695447362,1.5992396045207469,-0.007028761469373599,1.0157224932468571,0.8004932559757082,0.00454839457617112,0.9124248141118387
0.782,pd_gc,0.2038778719973189,24.9265559706396,0.13069897311785614,0.0021592069737999937,0.01987759869317422,9.082527523847055,-0.7016129029208072,-0.01487385384439427,-12.948589477419123,0.001764762050012133,0.016440183814542937,5.316603070502376,-2.2010699821389257,-0.009740086861828229,18.318698410051226,0.0009166401686342574,0.008422794957123635,2.341249053230614,1.5992254068821206,-0.007098819313171739,1.001649641769018,0.8005024432330039,0.004593628647831975,0.921514025646065
0.784,pd_gc,0.20586495272519645,24.981963301728747,0.13036117217834092,0.002199355350023901,0.020074188111953595,9.170915236391565,-0.7016429455625812,-0.015021320886971307,-13.01389727660642,0.001797972907313184,0.01660542865052549,5.373595403910114,-2.2010896517709604,-0.00983481601744473,18.285365690461735,0.0009336521199632232,0.008505975664482872,2.357922550298423,1.5992110694509882,-0.007168715566203103,0.9876101967659774,0.8005117207505024,0.004638758749241755,0.9305821602512547
0.786,pd_gc,0.20784682846463595,25.03776775898585,0.13000580983114032,0.0022398959376858413,0.020270293830970197,9.259069002430738,-0.7016732824209433,-0.015168429181027577,-13.079019724887736,0.001831513492958746,0.016770292822781006,5.430425551550832,-2.201109510359492,-0.009929294265996301,18.25211948411711,0.0009508300267354637,0.008588953386120266,2.374552960715475,1.5991965925690892,-0.0072384409495285535,0.973606023910319,0.8005210883083156,0.004683778906606678,0.9396280171826107
0.788,pd_gc,0.20982323331871194,25.093953474118777,0.12963289325031432,0.002280827716833451,0.020465889573804946,9.346976979351552,-0.7017039127390036,-0.01531515903011566,-13.143947962800812,0.0018653830014146952,0.016934754227974576,5.487085781499952,-2.201129557377349,-0.010023508928440044,18.218964243512314,0.0009681734608261861,0.00867171704536119,2.391138059202046,1.5991819765967161,-0.007307986186546268,0.9596389884292198,0.8005305456746102,0.004728683147300574,0.9486503959294508
0.79,pd_gc,0.21179390147835708,25.150504360682383,0.1292424296090331,0.0023221496149794007,0.020660949072974815,9.434627328620058,-0.7017348357204931,-0.0154614907447992,-13.20867313524537,0.0018995805829567058,0.017098790771005287,5.5435683656560855,-2.201149792272009,-0.010117447329970424,18.1859044197673,0.0009856819719635931,0.008754255568703522,2.4076756211338344,1.5991672219127102,-0.007377342002983879,0.9457109551045961,0.80054009260561,0.004773465499866781,0.9576480962151671
