t,mode,err_norm,tau_norm,tau_smoothness_step,q1,qd1,tau1,q2,qd2,tau2,q3,qd3,tau3,q4,qd4,tau4,q5,qd5,tau5,q6,qd6,tau6,q7,qd7,tau7
0.5,pd_only,0.03023315772370572,2.4026874873867583,0.0068849027229815115,-4.0915859547798787e-07,1.4051374833384517e-07,3.078716775983252e-05,-0.6935427603520923,0.013005987310542777,-0.6966029709722061,0.0007736388816243663,0.0014892103335596078,-0.07182276019627576,-2.2289439440010903,-0.0559192788040093,2.2892881018269824,-0.0014687967121255908,-0.0028345974267378737,0.06090658553244983,1.5943572989902086,-0.010849221000377529,0.19479041530457492,0.8000056554124958,8.716754844252995e-06,-0.00014773351079063078
0.502,pd_only,0.030346260748940625,2.4094420691590224,0.006855276970236961,-4.071454794439944e-07,1.0065580169967308e-06,0.0007967174951615667,-0.6935167525212227,0.013003915434794866,-0.699237458180209,0.000776616765716742,0.001488942046187858,-0.07152258971642092,-2.229055749896439,-0.055902947674301956,2.2955421961055027,-0.0014744633434966897,-0.0028333156855495046,0.061215101924194965,1.5943356075394925,-0.010845725358032172,0.1951939502466753,0.8000056734181266,9.002815368526628e-06,-7.138006929171127e-05
0.504,pd_only,0.03045164665013611,2.4159466217702255,0.007337504671752555,-3.9929396962338694e-07,3.925754910303735e-06,0.0030740958261175713,-0.6934907516871975,0.013000417012587364,-0.7030063263893093,0.0007795956853658489,0.0014894598245534833,-0.07022523015442624,-2.2291675258004084,-0.055887951984688544,2.3012286145293417,-0.0014801254602812633,-0.0028310583922867357,0.06180672241819772,1.5943139213819386,-0.010843078777017392,0.1953609983028475,0.8000056933525261,9.967199772795143e-06,0.00015608197599583038
0.506,pd_only,0.03054953397876456,2.4222166796195967,0.008390141135884524,-3.8054375471548063e-07,9.375107453953143e-06,0.006833686948825631,-0.6934647615308815,0.012995078157974953,-0.7078882312004204,0.00078257836422066,0.001491339427405536,-0.06794550387025122,-2.22927927491983,-0.05587455971089121,2.306359803871371,-0.0014857807330417895,-0.002827636380263076,0.06267574616215832,1.5942922384238543,-0.010841479042144673,0.19529599933662484,0.8000057166902963,1.1668885094160228e-05,0.000531934550387192
0.508,pd_only,0.030640237571727822,2.4282703612902807,0.009810522402898886,-3.453539533754243e-07,1.759490067002816e-05,0.012056119996021917,-0.6934387861559315,0.012987687475061233,-0.7138678677411227,0.0007855683860376043,0.0014950109084721568,-0.06469857462431261,-2.2293910006019675,-0.055862841068711866,2.3109432442986937,-0.0014914266847242505,-0.002822975841230535,0.06381866427283214,1.594270556428724,-0.010840997565106966,0.19500191461437089,0.800005744911182,1.41104428517061e-05,0.0010546834536989554
0.51,pd_only,0.03072416468451503,2.4341299854032448,0.01144921273620621,-2.87911135035961e-07,2.8721409169731637e-05,0.01872529970688968,-0.6934128298914706,0.01297813223041928,-0.7209327321763366,0.0007885699225495545,0.0015007682559750998,-0.060497917924298164,-2.229502706185537,-0.05585279178474134,2.314984446805166,-0.0014970607713826352,-0.0028170433291923127,0.06523265558911073,1.594248873121224,-0.010841653749938705,0.19448107710743368,0.8000057794808569,1.7284837455508456e-05,0.0017230600049531685
0.512,pd_only,0.030801811579317245,2.439822609887457,0.013215204082090329,-2.0224388427130894e-07,4.283362538232604e-05,0.026826565162426683,-0.693386897189758,0.012966350856316823,-0.7290716839082241,0.0007915875320755262,0.0015088047629858371,-0.05535541765016999,-2.2296143949510787,-0.05584438277093264,2.3184881769796095,-0.001502680417010854,-0.002809822814109333,0.06691513911663294,1.594227186228562,-0.010843446331061523,0.1937355607190926,0.8000058218488099,2.1183976435478615e-05,0.002535834233040568
0.514,pd_only,0.030873760452484557,2.4453801225384253,0.015055595975535758,-8.229407204538252e-08,5.9974906112963204e-05,0.03634604475538921,-0.6933609925691712,0.012952310293408468,-0.7382742888077964,0.000794626019545404,0.0015192437349389471,-0.049281776401116834,-2.2297260701099777,-0.05583757944944537,2.3214589487740325,-0.0015082830323474056,-0.002801307668275809,0.06886363739498164,1.5942054934959293,-0.010846366316298702,0.1927673359412581,0.8000058734490377,2.5800113910010043e-05,0.003491780718062512
0.516,pd_only,0.03094067661258528,2.4508391491708745,0.01693919757122061,7.803649665839323e-08,8.016528435188788e-05,0.047270358840182235,-0.6933351205800635,0.012935994553831147,-0.7485305065740233,0.0007976903412026598,0.0015321608286278786,-0.04228687418744559,-2.2298377348073264,-0.05583234867432424,2.3239012170931086,-0.0015138660266093887,-0.002791497130991614,0.07107572898007704,1.5941837926915225,-0.01085040220335402,0.19157833418326414,0.8000059357009517,3.1125957004310756e-05,0.0045896729636052515
0.518,pd_only,0.031003305830123527,2.456240889922464,0.018846961553460904,2.848549761510143e-07,0.00010340923974631052,0.05958645109934101,-0.6933092857829886,0.01291739853750035,-0.7598305333485489,0.0008007855401986394,0.0015475994979898314,-0.03438002982772066,-2.2299493921287517,-0.0558286607126804,2.3258194471828246,-0.0015194268152977962,-0.002780394344203699,0.07354902758423137,1.594162081607538,-0.010855541992291075,0.19017047372870707,0.8000060100100903,3.715456930294357e-05,0.00582828295294998
0.52,pd_only,0.031062471782603296,2.461630927967301,0.020766787423083147,5.442566025112343e-07,0.00012970081318011,0.07328148224545972,-0.6932834927341193,0.012896524434643921,-0.7721647168859123,0.0008039167031824602,0.0015655814919103507,-0.025570181789782646,-2.230061045107488,-0.0558264893681679,2.3272181348518854,-0.0015249628255010262,-0.002768005101614961,0.07628117052415612,1.5941403580597537,-0.010861773892042018,0.18854566977300685,0.8000060977686284,4.38792690510441e-05,0.007206381520982987
0.522,pd_only,0.031119073518416866,2.4670590269178616,0.022690691356589396,8.623106521383616e-07,0.00015902702481356365,0.0883427600872777,-0.6932577459751471,0.012873379486081783,-0.7855235073554736,0.0008070889310726196,0.0015861139450797032,-0.015866011125696317,-2.230172696730481,-0.055825811496443514,2.32810180813094,-0.00153047149951587,-0.002754337007421812,0.07926981137472058,1.5941186198867314,-0.010869086511163844,0.18670583796636997,0.8000062003557309,5.129355125431009e-05,0.008722738751227801
0.524,pd_only,0.031174082861915628,2.472578921524565,0.024613222341829166,1.245050992717693e-06,0.00019137017028966568,0.10475769280043923,-0.6932320500261272,0.01284797450998132,-0.7998974267933694,0.0008103073193856213,0.001609194156500851,-0.0052760245160396926,-2.2302843499432785,-0.055826606398776964,2.328475022793285,-0.001535950297319032,-0.0027393989015810005,0.082512615030007,1.5940968649490155,-0.010877468857959855,0.18465289538753835,0.8000063191377956,5.939103234338151e-05,0.010376124280366454
