mode,kp_pos,kd_pos,kp_ori,kd_ori,torque_limit,max_target_step,score,mean_ee_position_error,max_ee_position_error,mean_torque_norm,max_torque_norm,torque_smoothness
balanced,120,24,35,7,55,0.035,0.7804574827639821,0.0508354415,0.071735,23.132909950000002,25.3936,0.01169639819909955
