mode,mean_joint_error,final_joint_error,max_joint_error,rms_torque,max_torque,torque_smoothness,overshoot,diverged
pd_only,0.2323277338789939,0.28234197197539657,0.32618472230285966,16.831079922992043,21.995411215101107,0.020835413281529575,0.0438427503274631,0.0
pd_gc,0.21876686393036088,0.2021657152331033,0.3346794160179448,25.1888306636071,29.505431781229536,0.019145769154754057,0.1325137007848415,0.0
pd_gc_low_gain,0.25417081293777144,0.2691418416151213,0.3451897872443023,23.127441759331248,24.461298343637996,0.009446231806675046,0.07604794562918105,0.0
pd_gc_torque_clipped,0.22911245924046533,0.24245770124729285,0.32958662646625947,17.663275517109657,20.031796089253685,0.01206550896102208,0.08712892521896662,0.0
computed_torque,0.22637844050107106,0.2225655816845028,0.33318610437284,29.029136120324058,40.94284361639565,0.025967262099784238,0.11062052268833722,0.0
task_space_pd_gc,1.4346761316834487e-14,8.468180179313283e-15,3.636759828731859e-12,21.84498933698309,22.747212681593712,0.004231655009359247,3.6282916485525456e-12,0.0
