t,mode,err_norm,tau_norm,q1,q2,q3,q4,q5,q6,q7,qd1,qd2,qd3,qd4,qd5,qd6,qd7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.326,pd_only,0.32602615036187405,21.61993938287894,0.010897910678836263,-0.7040703429520484,0.009641278046097,-2.224390772945848,0.0036516807488634314,1.5923838381031663,0.8025216964655862,0.03256063146575383,-0.01185042357205757,0.029205645245061314,-0.07309332804269501,0.010932468178324266,-0.022847881350633224,0.007571653308763317,14.67737102261513,-11.51031220375783,9.478631363562567,-3.8141633851602363,2.825492288300009,-2.196464904529194,1.5195763070016843
0.328,pd_only,0.32589577601349196,21.61205533656382,0.010963009523259017,-0.7040940365892298,0.009699672637551233,-2.224536913982643,0.0036735395443455586,1.5923381559512206,0.8025368367645139,0.032549422211376806,-0.011846818590655547,0.02919729572711749,-0.07307051839755617,0.010929397741063577,-0.022841075972819255,0.0075701494638547116,14.672318305172544,-11.50846663382732,9.474642793832473,-3.805620342822194,2.8248547684641516,-2.1953565458259914,1.519279457453222
0.33,pd_only,0.3257654891675785,21.60417645247231,0.011028085956889028,-0.70411772302046,0.009758050534366474,-2.224683009412261,0.003695392200829606,1.5922924874066409,0.8025519740563538,0.03253821681500552,-0.011843215615138562,0.029188948407620034,-0.07304771480898174,0.010926328242023782,-0.022834272289908576,0.007568645919951061,14.667267327180005,-11.50662161259244,9.470655366646003,-3.797079977065876,2.824217427223252,-2.1942485189164196,1.5189826668543027
0.332,pd_only,0.32563528982379464,21.59630273017452,0.011093139987439654,-0.7041414022497483,0.009816411740938356,-2.224829059246813,0.0037172387201913656,1.5922468324660373,0.8025671083417077,0.03252701527531351,-0.011839614644151607,0.029180603285941447,-0.07302491727597053,0.010923259680879715,-0.022827470301752736,0.007567142676992715,14.6622180880388,-11.504777139751255,9.466669081702905,-3.7885422871745424,2.823580264522969,-2.1931408237164787,1.5186859351931197
0.334,pd_only,0.32550517798179746,21.58843416924024,0.011158171622621603,-0.704165074281101,0.009874756261661266,-2.224975063498408,0.0037390791043059777,1.5922011911260208,0.8025822396211776,0.032515817590974744,-0.011836015676338778,0.029172260361454698,-0.07300212579751733,0.010920192057306129,-0.02282067000820296,0.00756563973492,14.657170587150437,-11.502933215002011,9.462683938703018,-3.7800072724315332,2.822943280308981,-2.192033460142168,1.5183892624578743
0.336,pd_only,0.32537515364124125,21.58057076923895,0.011223180870142931,-0.7041887391185216,0.009933084100928332,-2.2251210221791533,0.003760913355047934,1.5921555633832025,0.802597367895365,0.03250462376066366,-0.011832418710346832,0.029163919633533132,-0.07297934037262092,0.01091712537097812,-0.022813871409108538,0.007564137093674984,14.652124823916624,-11.501089838043177,9.458699937346255,-3.771474932120362,2.8223064745269846,-2.1909264281095044,1.5180926486367683
0.338,pd_only,0.3252452168017764,21.572712529739803,0.011288167737709041,-0.7042123967660113,0.009991395263131433,-2.225266935301154,0.0037827414742910757,1.592109949234194,0.8026124931648714,0.032493433783055144,-0.01182882374482141,0.029155581101550518,-0.07295656100027693,0.010914059621570719,-0.022807074504319694,0.0075626347531979,14.647080797739276,-11.49924700857341,9.454717077332619,-3.7629452655246083,2.8216698471226933,-2.18981972753452,1.517796093718001
0.34,pd_only,0.3251153674630502,21.56485945031162,0.01135313223302269,-0.7042360472275682,0.010049689752661196,-2.2254128028765128,0.0038045634639085942,1.5920643486756065,0.8026276154302983,0.03248224765682455,-0.01182523077841029,0.029147244764881047,-0.07293378767948219,0.010910994808759181,-0.02280027929368996,0.007561132713429846,14.642038508020505,-11.497404726291592,9.450735358362191,-3.7544182719280172,2.821033398041844,-2.1887133583332496,1.517499597689781
0.342,pd_only,0.32498560562470624,21.557011530522917,0.011418074363783986,-0.7042596905071877,0.010107967573906994,-2.225558624917331,0.003826379325773032,1.5920187617040524,0.8026427346922469,0.03247106538064766,-0.01182163980976181,0.029138910622899288,-0.07291102040923372,0.010907930932218854,-0.022793485777066205,0.007559630974311024,14.63699795416264,-11.4955629908968,9.446754780135144,-3.7458939506144278,2.820397127230187,-2.1876073204217135,1.5172031605403156
0.34400000000000003,pd_only,0.32485593128638446,21.549168769941865,0.011482994137690387,-0.7042833266088627,0.010166228731256954,-2.225704401435708,0.003848189061756282,1.5919731883161439,0.8026578509513185,0.03245988695320072,-0.011818050837524746,0.029130578674980274,-0.07288825918852768,0.010904867991625192,-0.022786693954300354,0.007558129535783411,14.631959135568215,-11.493721802088315,9.442775342351718,-3.7373723008678104,2.819761034633496,-2.1865016137159796,1.5169067822578182
