t,mode,err_norm,tau_norm,tau_smoothness_step,q1,qd1,tau1,q2,qd2,tau2,q3,qd3,tau3,q4,qd4,tau4,q5,qd5,tau5,q6,qd6,tau6,q7,qd7,tau7
1.054,computed_torque,0.33131325414416546,40.492165951901825,0.021849361182054165,0.010534425112716411,0.03421937148833571,15.43337561802803,-0.7109670585980782,-0.03473066754922706,-21.402501619138377,0.017839868982383142,0.0577871346871945,19.36823490877149,-2.1981559064133296,0.005695033865997848,23.637684536786264,0.002776997211824806,0.009086037531546277,2.444412723209802,1.5991158364007814,-0.00286757162298034,1.874697491100275,0.8000434660858019,0.00017827823866204938,0.03235684607521146
1.056,computed_torque,0.3312552608163787,40.47861777539328,0.021828906750759335,0.010602870148151656,0.03422251771762236,15.434785216434324,-0.7110364366750662,-0.03468903849401869,-21.38111200148657,0.017955448617118237,0.05778981736754753,19.3669988198944,-2.1981445356523204,0.005685380504612246,23.63383408902035,0.0027951743743151033,0.009088581245148487,2.444831862728839,1.5991101066600057,-0.0028648703878529002,1.8753482983320224,0.8000438247827634,0.00017934848074302668,0.032569842029274036
1.058,computed_torque,0.33119749835565226,40.4650857603287,0.021808346910892718,0.010671321455455685,0.034225653652013896,15.436189910770034,-0.7111057315674795,-0.03464744620664296,-21.35974227597648,0.018071033580203975,0.057792481542869326,19.365755428048256,-2.198133184164704,0.005675743808378487,23.629990185658084,0.0028133566196648263,0.009091122674861401,2.4452504999723246,1.5991043823223645,-0.002862168820585098,1.8759990250083858,0.8000441856195579,0.00018041839728280405,0.03278277803367525
1.06,computed_torque,0.33113996561547104,40.45156979558193,0.021787678813393625,0.010739779013419474,0.034228778981894754,15.437589565845995,-0.7111749433498192,-0.03460589116986113,-21.338392562583877,0.018186623833459686,0.05779512662785539,19.364504539610376,-2.198121851916889,0.005666123907458588,23.626152807434046,0.0028315439431106032,0.00909366172288855,2.4456686145975857,1.599098663388458,-0.0028594669532710105,1.876649657788008,0.8000445485955161,0.00018148797909019914,0.03299565223489635
1.062,computed_torque,0.3310826614368784,40.43806977154871,0.02176690055419502,0.010808242800222152,0.03423189340133947,15.438984046547324,-0.711244072097446,-0.034564373813411535,-21.317062983302108,0.01830221933755448,0.05779775204739685,19.363245960980418,-2.1981105388751185,0.0056565208852518084,23.62232193642312,0.0028497363396920833,0.009096198290740083,2.446086186287097,1.599092949858804,-0.0028567648270335236,1.8773001834666037,0.80004491370995,0.0001825572169502711,0.0332084627798283
1.064,computed_torque,0.3310255846485147,40.42458557964317,0.021746010917460926,0.010876712793435907,0.034234996606878,15.44037321787587,-0.7113131178865029,-0.03452289452843864,-21.295753661516038,0.018417820052020945,0.05780035723323285,19.36197949866448,-2.198099245005536,0.0056469347912318614,23.61849755565285,0.0028679338042507992,0.009098732279358035,2.4465031947464433,1.5990872417338249,-0.0028540624895354552,1.877950588940808,0.8000452809621533,0.00018362610163866723,0.033421207815616666
1.066,computed_torque,0.33096873406665717,40.411117111930324,0.02172500918898614,0.010945188970029333,0.03423808829671248,15.441756944978303,-0.7113820807938588,-0.03448145367795705,-21.274464721547886,0.01853342593526448,0.05780294162176795,19.36070495933154,-2.1980879702742353,0.005637365650233917,23.614679648822662,0.0028861363314292713,0.009101263589235974,2.4469196197026526,1.5990815390138386,-0.0028513599931672554,1.8786008611819327,0.8000456503514012,0.00018469462393138364,0.03363388548960959
1.068,computed_torque,0.33091210849526065,40.39766426085718,0.021703895021379753,0.011013671306369781,0.03424116817022406,15.44313509316427,-0.7114509608970676,-0.034440051604433274,-21.253196288327256,0.018649036944569788,0.05780550465265386,19.359422149850666,-2.198076714647297,0.005627813469193398,23.61086820010037,0.00290434391567032,0.009103792120524534,2.4473354409029415,1.5990758416990511,-0.0028486573937370058,1.879250987217056,0.8000460218769504,0.00018576277460901445,0.033846493949345365
1.07,computed_torque,0.33085570672600007,40.384226919057234,0.021682668336181463,0.011082159778225114,0.03424423592766618,15.444507527918793,-0.7115197582743382,-0.03439868863528513,-21.231948487151335,0.01876465303610553,0.05780804576787209,19.358130877316544,-2.198065478090813,0.005618278242024516,23.607063193974714,0.0029225565512165626,0.009106317773121328,2.447750638113863,1.599070149789552,-0.0028459547495269014,1.8799009541153118,0.8000463955380394,0.00018683054445748216,0.034059031342559304
1.072,computed_torque,0.33079952753831265,40.37080497920777,0.021661329252998043,0.011150654360765067,0.034247291269976284,15.445874114910259,-0.711588473004512,-0.03435736508686764,-21.210721443510383,0.018880274164927817,0.05781056441114314,19.356830949066552,-2.1980542605709066,0.005608759953152791,23.603264615148426,0.0029407742321100527,0.00910884044674496,2.4481651911206197,1.5990644632853108,-0.002843252120602809,1.8805507489780298,0.8000467713338879,0.00018789792426901288,0.03427149581722296
